,Positive,Neutral,Negative,Compound
1346,0.0,1.0,0.0,0.0
1347,0.0,1.0,0.0,0.0
1348,0.426,0.574,0.0,0.6369
1349,0.0,1.0,0.0,0.0
1350,0.0,1.0,0.0,0.0
1351,0.0,1.0,0.0,0.0
1352,0.417,0.583,0.0,0.9671
1353,0.0,1.0,0.0,0.0
1354,0.0,1.0,0.0,0.0
1355,0.0,1.0,0.0,0.0
1356,0.692,0.308,0.0,0.9837
1357,0.804,0.196,0.0,0.6249
1358,0.375,0.625,0.0,0.34
1359,0.691,0.309,0.0,0.9796
1360,0.0,1.0,0.0,0.0
1361,0.342,0.658,0.0,0.6369
1362,0.0,1.0,0.0,0.0
1363,0.516,0.484,0.0,0.4927
1364,0.45,0.55,0.0,0.9736
1365,1.0,0.0,0.0,0.9736
1366,0.921,0.079,0.0,0.9872
1367,0.0,1.0,0.0,0.0
1368,0.0,1.0,0.0,0.0
1369,0.0,1.0,0.0,0.0
1370,0.429,0.571,0.0,0.4588
1371,0.0,1.0,0.0,0.0
1372,0.0,1.0,0.0,0.0
1373,0.0,1.0,0.0,0.0
1374,0.0,1.0,0.0,0.0
1375,0.0,1.0,0.0,0.0
1376,0.0,1.0,0.0,0.0
1377,0.0,1.0,0.0,0.0
1378,0.0,1.0,0.0,0.0
1379,0.0,1.0,0.0,0.0
1380,0.0,1.0,0.0,0.0
1381,0.0,1.0,0.0,0.0
1382,0.56,0.44,0.0,0.9186
1383,0.0,1.0,0.0,0.0
1384,0.0,0.645,0.355,-0.296
1385,0.796,0.204,0.0,0.5994
1386,0.0,1.0,0.0,0.0
1387,0.0,1.0,0.0,0.0
1388,0.0,1.0,0.0,0.0
1389,0.0,1.0,0.0,0.0
1390,0.048,0.952,0.0,0.0772
1391,0.0,1.0,0.0,0.0
1392,0.0,1.0,0.0,0.0
1393,0.0,1.0,0.0,0.0
1394,0.0,1.0,0.0,0.0
1395,0.0,1.0,0.0,0.0
1396,0.0,1.0,0.0,0.0
1397,0.0,1.0,0.0,0.0
1398,0.0,1.0,0.0,0.0
1399,0.0,1.0,0.0,0.0
1400,0.0,1.0,0.0,0.0
1401,0.0,1.0,0.0,0.0
1402,0.0,1.0,0.0,0.0
1403,0.0,1.0,0.0,0.0
1404,0.0,1.0,0.0,0.0
1405,0.0,1.0,0.0,0.0
1406,0.0,1.0,0.0,0.0
1407,0.508,0.492,0.0,0.4767
1408,0.744,0.256,0.0,0.4404
1409,0.0,0.92,0.08,-0.0772
1410,0.0,1.0,0.0,0.0
1411,0.0,0.915,0.085,-0.0772
1412,0.0,1.0,0.0,0.0
1413,0.0,1.0,0.0,0.0
1414,0.187,0.813,0.0,0.3182
1415,0.0,0.957,0.043,-0.0772
1416,0.0,0.957,0.043,-0.0772
1417,0.0,1.0,0.0,0.0
1418,0.0,1.0,0.0,0.0
1419,0.0,1.0,0.0,0.0
1420,0.0,1.0,0.0,0.0
1421,0.0,1.0,0.0,0.0
1422,0.0,1.0,0.0,0.0
1423,0.0,1.0,0.0,0.0
1424,0.246,0.754,0.0,0.5994
1425,0.512,0.488,0.0,0.6369
1426,0.0,1.0,0.0,0.0
1427,0.688,0.312,0.0,0.296
1428,0.0,1.0,0.0,0.0
1429,0.0,1.0,0.0,0.0
1430,0.0,1.0,0.0,0.0
1431,0.0,1.0,0.0,0.0
1432,0.0,1.0,0.0,0.0
1433,0.412,0.588,0.0,0.6369
1434,1.0,0.0,0.0,0.4215
1435,0.677,0.323,0.0,0.6369
1436,0.281,0.719,0.0,0.5994
1437,0.0,1.0,0.0,0.0
1438,0.0,1.0,0.0,0.0
1439,0.0,1.0,0.0,0.0
1440,0.0,1.0,0.0,0.0
1441,0.265,0.735,0.0,0.3818
1442,0.0,1.0,0.0,0.0
1443,0.0,1.0,0.0,0.0
1444,0.0,1.0,0.0,0.0
1445,0.0,1.0,0.0,0.0
1446,0.0,1.0,0.0,0.0
1447,0.0,1.0,0.0,0.0
1448,0.344,0.656,0.0,0.6369
1449,0.057,0.943,0.0,0.3818
1450,0.0,1.0,0.0,0.0
1451,0.0,1.0,0.0,0.0
1452,0.0,1.0,0.0,0.0
1453,0.0,1.0,0.0,0.0
1454,0.0,1.0,0.0,0.0
1455,0.0,1.0,0.0,0.0
1456,0.0,1.0,0.0,0.0
1457,0.0,1.0,0.0,0.0
1458,0.0,1.0,0.0,0.0
1459,0.0,1.0,0.0,0.0
1460,0.0,1.0,0.0,0.0
1461,0.0,1.0,0.0,0.0
1462,0.0,1.0,0.0,0.0
1463,0.0,1.0,0.0,0.0
1464,1.0,0.0,0.0,0.5994
1465,0.661,0.339,0.0,0.5994
1466,0.0,1.0,0.0,0.0
1467,0.756,0.244,0.0,0.4754
1468,0.583,0.417,0.0,0.6369
1469,0.392,0.412,0.196,0.4404
1470,0.0,1.0,0.0,0.0
1471,0.744,0.256,0.0,0.4404
1472,0.88,0.12,0.0,0.9838
1473,0.792,0.208,0.0,0.5859
1474,0.0,1.0,0.0,0.0
1475,0.0,1.0,0.0,0.0
1476,0.838,0.162,0.0,0.8842
1477,0.0,1.0,0.0,0.0
1478,0.0,1.0,0.0,0.0
1479,0.0,1.0,0.0,0.0
1480,0.0,1.0,0.0,0.0
1481,0.808,0.192,0.0,0.6369
1482,0.0,1.0,0.0,0.0
1483,0.0,1.0,0.0,0.0
1484,0.0,1.0,0.0,0.0
1485,0.0,1.0,0.0,0.0
1486,0.0,1.0,0.0,0.0
1487,0.0,1.0,0.0,0.0
1488,0.312,0.688,0.0,0.9493
1489,0.206,0.794,0.0,0.0772
1490,0.0,1.0,0.0,0.0
1491,0.0,1.0,0.0,0.0
1492,0.0,1.0,0.0,0.0
1493,0.0,1.0,0.0,0.0
1494,0.0,1.0,0.0,0.0
1495,0.0,1.0,0.0,0.0
1496,0.0,0.0,0.0,0.0
1497,0.0,1.0,0.0,0.0
1498,0.0,1.0,0.0,0.0
1499,0.0,1.0,0.0,0.0
1500,0.0,1.0,0.0,0.0
1501,0.0,1.0,0.0,0.0
1502,0.0,1.0,0.0,0.0
1503,0.0,0.0,0.0,0.0
1504,0.0,1.0,0.0,0.0
1505,0.405,0.595,0.0,0.7297
1506,0.0,1.0,0.0,0.0
1507,0.0,1.0,0.0,0.0
1508,0.326,0.674,0.0,0.4404
1509,0.0,0.386,0.614,-0.1511
1510,0.0,1.0,0.0,0.0
1511,0.756,0.244,0.0,0.4754
1512,1.0,0.0,0.0,0.9912
1513,0.0,1.0,0.0,0.0
1514,1.0,0.0,0.0,0.9736
1515,0.365,0.635,0.0,0.3182
1516,0.237,0.763,0.0,0.4215
1517,1.0,0.0,0.0,0.988
1518,0.0,1.0,0.0,0.0
1519,0.0,1.0,0.0,0.0
1520,0.059,0.88,0.061,-0.0258
1521,0.444,0.556,0.0,0.4939
1522,0.0,1.0,0.0,0.0
1523,0.0,1.0,0.0,0.0
1524,0.0,1.0,0.0,0.0
1525,0.0,1.0,0.0,0.0
1526,0.0,1.0,0.0,0.0
1527,0.0,1.0,0.0,0.0
1528,0.0,1.0,0.0,0.0
1529,0.0,1.0,0.0,0.0
1530,0.0,1.0,0.0,0.0
1531,0.0,1.0,0.0,0.0
1532,0.0,1.0,0.0,0.0
1533,0.0,1.0,0.0,0.0
1534,0.453,0.369,0.177,0.5766
1535,0.0,1.0,0.0,0.0
1536,0.0,0.401,0.599,-0.4576
1537,0.0,1.0,0.0,0.0
1538,0.344,0.656,0.0,0.6369
1539,0.224,0.776,0.0,0.5994
1540,0.88,0.12,0.0,0.9838
1541,0.0,1.0,0.0,0.0
1542,0.0,1.0,0.0,0.0
1543,0.0,1.0,0.0,0.0
1544,1.0,0.0,0.0,0.5994
1545,0.0,1.0,0.0,0.0
1546,0.0,1.0,0.0,0.0
1547,0.271,0.729,0.0,0.3818
1548,0.388,0.612,0.0,0.5859
1549,0.444,0.556,0.0,0.8625
1550,0.434,0.566,0.0,0.3182
1551,0.0,1.0,0.0,0.0
1552,0.863,0.137,0.0,0.963
1553,0.457,0.543,0.0,0.6369
1554,0.796,0.204,0.0,0.5994
1555,0.0,1.0,0.0,0.0
1556,0.0,1.0,0.0,0.0
1557,0.0,1.0,0.0,0.0
1558,0.0,1.0,0.0,0.0
1559,0.0,1.0,0.0,0.0
1560,0.277,0.723,0.0,0.3182
1561,0.0,1.0,0.0,0.0
1562,0.0,1.0,0.0,0.0
1563,0.0,1.0,0.0,0.0
1564,0.0,1.0,0.0,0.0
1565,0.0,1.0,0.0,0.0
1566,0.0,1.0,0.0,0.0
1567,0.0,1.0,0.0,0.0
1568,0.0,1.0,0.0,0.0
1569,0.0,1.0,0.0,0.0
1570,0.0,1.0,0.0,0.0
1571,0.0,1.0,0.0,0.0
1572,0.0,1.0,0.0,0.0
1573,0.0,1.0,0.0,0.0
1574,0.0,1.0,0.0,0.0
1575,0.0,1.0,0.0,0.0
1576,0.0,1.0,0.0,0.0
1577,0.0,1.0,0.0,0.0
1578,0.0,1.0,0.0,0.0
1579,0.0,1.0,0.0,0.0
1580,0.0,1.0,0.0,0.0
1581,0.912,0.088,0.0,0.9669
1582,0.0,1.0,0.0,0.0
1583,0.0,1.0,0.0,0.0
1584,0.0,1.0,0.0,0.0
1585,0.0,1.0,0.0,0.0
1586,0.0,1.0,0.0,0.0
1587,0.0,1.0,0.0,0.0
1588,0.173,0.827,0.0,0.3182
1589,1.0,0.0,0.0,0.9055
1590,0.0,1.0,0.0,0.0
1591,0.0,1.0,0.0,0.0
1592,0.0,1.0,0.0,0.0
1593,0.0,1.0,0.0,0.0
1594,0.0,1.0,0.0,0.0
1595,0.0,0.689,0.311,-0.6611
1596,0.0,1.0,0.0,0.0
1597,0.737,0.263,0.0,0.4215
1598,0.0,1.0,0.0,0.0
1599,0.0,1.0,0.0,0.0
1600,0.893,0.107,0.0,0.9778
1601,0.0,1.0,0.0,0.0
1602,0.0,1.0,0.0,0.0
1603,0.0,1.0,0.0,0.0
1604,0.434,0.566,0.0,0.3182
1605,0.0,1.0,0.0,0.0
1606,0.0,1.0,0.0,0.0
1607,0.583,0.417,0.0,0.6369
1608,0.5,0.5,0.0,0.7184
1609,0.863,0.137,0.0,0.963
1610,0.719,0.281,0.0,0.93
1611,0.853,0.147,0.0,0.9754
1612,0.853,0.147,0.0,0.9757
1613,0.912,0.088,0.0,0.9673
1614,0.958,0.042,0.0,0.9705
1615,0.646,0.354,0.0,0.93
1616,0.677,0.323,0.0,0.8555
1617,0.0,1.0,0.0,0.0
1618,0.0,1.0,0.0,0.0
1619,0.0,1.0,0.0,0.0
1620,0.14,0.86,0.0,0.1531
1621,0.677,0.323,0.0,0.6369
1622,0.0,1.0,0.0,0.0
1623,0.244,0.756,0.0,0.7003
1624,1.0,0.0,0.0,0.4215
1625,0.718,0.282,0.0,0.9506
1626,1.0,0.0,0.0,0.4404
1627,0.5,0.5,0.0,0.4588
1628,0.737,0.263,0.0,0.4215
1629,0.245,0.755,0.0,0.3818
1630,0.0,1.0,0.0,0.0
1631,0.0,1.0,0.0,0.0
1632,0.709,0.291,0.0,0.9997
1633,0.0,1.0,0.0,0.0
1634,0.0,1.0,0.0,0.0
1635,0.0,1.0,0.0,0.0
1636,0.0,1.0,0.0,0.0
1637,0.0,1.0,0.0,0.0
1638,0.0,1.0,0.0,0.0
1639,0.0,1.0,0.0,0.0
1640,0.0,0.745,0.255,-0.34
1641,0.447,0.319,0.234,0.4588
1642,0.0,1.0,0.0,0.0
1643,0.0,1.0,0.0,0.0
1644,0.0,1.0,0.0,0.0
1645,0.0,1.0,0.0,0.0
1646,0.677,0.323,0.0,0.6369
1647,0.0,1.0,0.0,0.0
1648,0.0,1.0,0.0,0.0
1649,0.457,0.543,0.0,0.6369
1650,0.86,0.14,0.0,0.7297
1651,0.0,1.0,0.0,0.0
1652,0.0,1.0,0.0,0.0
1653,0.0,1.0,0.0,0.0
1654,0.0,0.294,0.706,-0.34
1655,0.0,0.687,0.313,-0.4912
1656,0.0,1.0,0.0,0.0
1657,0.0,1.0,0.0,0.0
1658,0.0,1.0,0.0,0.0
1659,0.0,1.0,0.0,0.0
1660,0.0,1.0,0.0,0.0
1661,0.0,1.0,0.0,0.0
1662,0.0,1.0,0.0,0.0
1663,0.0,1.0,0.0,0.0
1664,0.0,1.0,0.0,0.0
1665,0.0,1.0,0.0,0.0
1666,0.0,1.0,0.0,0.0
1667,0.677,0.323,0.0,0.6369
1668,0.0,1.0,0.0,0.0
1669,0.457,0.543,0.0,0.6369
1670,0.808,0.192,0.0,0.6369
1671,0.0,1.0,0.0,0.0
1672,0.815,0.185,0.0,0.991
1673,0.0,1.0,0.0,0.0
1674,0.0,1.0,0.0,0.0
1675,0.0,1.0,0.0,0.0
1676,0.0,1.0,0.0,0.0
1677,0.0,1.0,0.0,0.0
1678,0.0,1.0,0.0,0.0
1679,0.196,0.804,0.0,0.2382
1680,0.0,1.0,0.0,0.0
1681,0.0,1.0,0.0,0.0
1682,0.0,1.0,0.0,0.0
1683,0.0,1.0,0.0,0.0
1684,0.245,0.755,0.0,0.0772
1685,0.0,1.0,0.0,0.0
1686,0.0,1.0,0.0,0.0
1687,0.191,0.809,0.0,0.3818
1688,0.808,0.192,0.0,0.6369
1689,0.714,0.286,0.0,0.3612
1690,0.691,0.309,0.0,0.8374
1691,0.0,1.0,0.0,0.0
1692,0.883,0.117,0.0,0.9333
1693,0.0,1.0,0.0,0.0
1694,0.0,1.0,0.0,0.0
1695,0.0,1.0,0.0,0.0
1696,0.0,1.0,0.0,0.0
1697,0.0,1.0,0.0,0.0
1698,1.0,0.0,0.0,0.4404
1699,0.0,1.0,0.0,0.0
1700,0.0,1.0,0.0,0.0
1701,0.81,0.19,0.0,0.993
1702,0.0,1.0,0.0,0.0
1703,0.601,0.399,0.0,0.981
1704,0.512,0.488,0.0,0.6369
1705,0.0,1.0,0.0,0.0
1706,0.808,0.192,0.0,0.6369
1707,0.0,1.0,0.0,0.0
1708,0.0,1.0,0.0,0.0
1709,0.0,1.0,0.0,0.0
1710,0.208,0.792,0.0,0.6369
1711,0.0,1.0,0.0,0.0
1712,0.0,1.0,0.0,0.0
1713,0.512,0.488,0.0,0.6369
1714,1.0,0.0,0.0,0.5994
1715,0.0,1.0,0.0,0.0
1716,0.0,1.0,0.0,0.0
1717,0.0,1.0,0.0,0.0
1718,0.0,1.0,0.0,0.0
1719,0.0,0.759,0.241,-0.6597
1720,0.375,0.625,0.0,0.6369
1721,0.583,0.417,0.0,0.6369
1722,0.804,0.196,0.0,0.6249
1723,0.0,1.0,0.0,0.0
1724,1.0,0.0,0.0,0.5994
1725,1.0,0.0,0.0,0.9964
1726,0.0,1.0,0.0,0.0
1727,1.0,0.0,0.0,0.4404
1728,1.0,0.0,0.0,0.5994
1729,0.0,1.0,0.0,0.0
1730,0.0,1.0,0.0,0.0
1731,0.0,1.0,0.0,0.0
1732,1.0,0.0,0.0,0.5994
1733,1.0,0.0,0.0,0.5994
1734,0.0,1.0,0.0,0.0
1735,0.0,1.0,0.0,0.0
1736,0.0,1.0,0.0,0.0
1737,0.53,0.47,0.0,0.9925
1738,0.0,1.0,0.0,0.0
1739,0.214,0.786,0.0,0.5994
1740,0.0,1.0,0.0,0.0
1741,0.925,0.075,0.0,0.9893
1742,0.0,1.0,0.0,0.0
1743,0.277,0.723,0.0,0.3182
1744,0.0,1.0,0.0,0.0
1745,0.0,1.0,0.0,0.0
1746,0.0,1.0,0.0,0.0
1747,0.0,1.0,0.0,0.0
1748,0.0,1.0,0.0,0.0
1749,0.0,1.0,0.0,0.0
1750,0.0,1.0,0.0,0.0
1751,0.0,1.0,0.0,0.0
1752,0.0,1.0,0.0,0.0
1753,0.0,1.0,0.0,0.0
1754,0.0,1.0,0.0,0.0
1755,0.0,1.0,0.0,0.0
1756,0.0,1.0,0.0,0.0
1757,0.0,1.0,0.0,0.0
1758,1.0,0.0,0.0,0.876
1759,0.0,1.0,0.0,0.0
1760,0.0,1.0,0.0,0.0
1761,0.0,1.0,0.0,0.0
1762,0.0,0.891,0.109,-0.5849
1763,0.365,0.635,0.0,0.3182
1764,0.0,1.0,0.0,0.0
1765,0.0,1.0,0.0,0.0
1766,0.0,1.0,0.0,0.0
1767,0.14,0.86,0.0,0.0772
1768,0.885,0.115,0.0,0.9829
1769,0.115,0.885,0.0,0.1531
1770,0.0,0.392,0.608,-0.4767
1771,0.0,1.0,0.0,0.0
1772,0.0,1.0,0.0,0.0
1773,0.0,1.0,0.0,0.0
1774,0.0,1.0,0.0,0.0
1775,0.0,1.0,0.0,0.0
1776,0.0,1.0,0.0,0.0
1777,0.0,1.0,0.0,0.0
1778,0.0,1.0,0.0,0.0
1779,0.259,0.741,0.0,0.6369
1780,0.0,1.0,0.0,0.0
1781,0.0,1.0,0.0,0.0
1782,0.382,0.427,0.191,0.891
1783,0.0,1.0,0.0,0.0
1784,0.0,1.0,0.0,0.0
1785,1.0,0.0,0.0,0.296
1786,0.0,1.0,0.0,0.0
1787,0.0,1.0,0.0,0.0
1788,0.512,0.488,0.0,0.6369
1789,0.661,0.339,0.0,0.5994
1790,0.0,1.0,0.0,0.0
1791,0.677,0.323,0.0,0.6369
1792,0.583,0.417,0.0,0.6369
1793,0.0,1.0,0.0,0.0
1794,1.0,0.0,0.0,0.4404
1795,0.0,1.0,0.0,0.0
1796,0.0,1.0,0.0,0.0
1797,0.277,0.723,0.0,0.7841
1798,0.115,0.885,0.0,0.765
1799,1.0,0.0,0.0,0.4404
1800,0.0,1.0,0.0,0.0
1801,0.364,0.636,0.0,0.694
1802,0.0,1.0,0.0,0.0
1803,0.0,1.0,0.0,0.0
1804,0.0,1.0,0.0,0.0
1805,0.0,1.0,0.0,0.0
1806,0.583,0.417,0.0,0.4215
1807,0.0,1.0,0.0,0.0
1808,0.0,0.476,0.524,-0.296
1809,0.58,0.42,0.0,0.7845
1810,0.508,0.492,0.0,0.4754
1811,1.0,0.0,0.0,0.5719
1812,0.277,0.723,0.0,0.3182
1813,0.338,0.662,0.0,0.7297
1814,0.321,0.679,0.0,0.7297
1815,0.0,1.0,0.0,0.0
1816,0.0,1.0,0.0,0.0
1817,1.0,0.0,0.0,0.6369
1818,0.0,1.0,0.0,0.0
1819,0.756,0.244,0.0,0.4754
1820,0.0,0.727,0.273,-0.128
1821,0.565,0.435,0.0,0.5994
1822,0.535,0.465,0.0,0.3182
1823,0.0,1.0,0.0,0.0
1824,0.0,1.0,0.0,0.0
1825,0.412,0.588,0.0,0.6369
1826,0.0,1.0,0.0,0.0
1827,0.0,1.0,0.0,0.0
1828,0.0,1.0,0.0,0.0
1829,0.351,0.649,0.0,0.4019
1830,0.318,0.682,0.0,0.6369
1831,0.0,1.0,0.0,0.0
1832,0.92,0.08,0.0,0.9955
1833,0.0,1.0,0.0,0.0
1834,0.931,0.069,0.0,0.9947
1835,0.922,0.078,0.0,0.9934
1836,0.979,0.021,0.0,0.9928
1837,0.958,0.042,0.0,0.9705
1838,0.0,1.0,0.0,0.0
1839,0.512,0.488,0.0,0.6369
1840,1.0,0.0,0.0,0.9829
1841,0.947,0.053,0.0,0.997
